gene,mito,n_cells,highly_variable,means,dispersions,dispersions_norm
ZNF76,False,187,False,3.4051255339164244,2.4843254919887654,-0.19792323
BTN2A2,False,187,False,2.5380405642503865,2.433252158607566,0.32343504
ZC3H12D,False,187,False,0.8273469510782007,1.9484002534926712,1.523907
RARS2,False,187,False,2.9978783002816334,1.4722544496007832,-0.87000465
KDM1B,False,187,False,2.282881048170654,1.5700405949456164,-0.4712418
E2F3,False,187,False,2.19954034811119,1.2051985958526994,-0.80711716
CMAHP,False,187,False,2.506420557794453,4.112865157784191,1.8696951
RPS10-NUDT3,False,187,False,1.708571051475061,1.5714696298155713,-0.19631545
ZNF391,False,187,False,1.2456369943429975,0.6164229759105428,-0.7239376
AL139393.3,False,187,True,1.4601880539664278,4.649141643341994,3.2984462
TAP2,False,187,False,3.528090812357075,3.620758429140549,0.9683298
HEY2,False,187,False,1.758570395833241,3.110724439675755,1.2375377
KIF13A,False,187,False,2.853122684889063,2.6043217799684455,0.2524969
CDC40,False,187,False,2.3606167037573744,1.4376790394690853,-0.5930945
PSMG4,False,187,False,3.0188751832412564,1.7230011615942122,-0.6213767
ATXN1,False,187,False,2.4305429136492833,2.2389279248042553,0.14453919
AL356599.1,False,187,False,1.2782927898553644,0.9830235016411712,-0.35827655
FRK,False,187,False,1.0916347445074521,0.8713895920812393,-0.46962437
AL596202.1,False,187,False,0.5109961396031604,-0.17584120630762276,0.24982148
WAKMAR2,False,187,False,1.013038833046596,1.4832103117592592,0.9965015
TRAM2-AS1,False,187,False,1.7619760508356783,0.6476237323197828,-1.0569003
FAM120B,False,187,False,2.5838778340379234,1.1680788829098108,-1.17161
SMIM13,False,187,False,1.7495144719585165,0.7292112287646085,-0.9808996
FUCA2,False,187,False,3.7081201985907084,2.3688357356473504,-0.74634105
MYLIP,False,187,False,2.86515549936276,2.171696203454177,-0.17647307
HULC,False,187,False,2.2767037835009,4.947517199839031,2.63808
MDGA1,False,187,False,1.663053442286931,2.7886071286001197,0.93747765
AARS2,False,187,False,2.0645547896324885,1.2131908017057418,-0.5300609
FOXF2,False,187,False,1.5513483847473033,3.0946024791786257,1.747891
AL391422.4,False,187,False,1.3629192201891678,1.170864677503763,-0.17091677
RPS12,False,187,False,7.678419091101946,6.85911712673227,-0.35049894
SAYSD1,False,187,False,2.564998115747391,1.4672035496572855,-0.8750129
HLA-DQA1,False,187,False,4.607732570650772,5.292040551404146,1.2961954
ZSCAN12P1,False,187,False,0.7977625321694124,0.6775127184384505,0.08304836
CCNC,False,187,False,3.5980883358576907,2.5856892876507955,-0.5114933
FOXO3,False,187,False,2.6297900018790585,1.9758582466128236,-0.37065622
BAG2,False,187,False,1.5162995448771857,2.0715484025831645,0.7274587
TREM1,False,187,False,2.864127732190157,4.154567226280945,1.789643
EEF1A1,False,187,False,8.680039908962701,7.522318065063029,-0.8371286
FOXC1,False,187,False,2.2272836376739544,3.9380623473151606,1.7087708
AL021368.2,False,187,False,0.6835037409871931,1.17935348052705,0.65200627
HSPA1B,False,187,False,5.903207214550521,5.828550725743314,0.3502902
HLA-C,False,187,False,6.941196688756623,6.9070782457383935,0.3871532
DAXX,False,187,False,3.7291368223233485,2.287776342669527,-0.8341266
AL353625.1,False,187,False,0.7404425237916487,0.831367319340052,0.2574798
AL117344.2,False,187,False,0.21769923685196121,-0.6491828656915786,-0.336434
GABBR1,False,187,False,3.2686379865333453,4.389236121036048,1.7569724
MBOAT1,False,187,False,1.9907839161412606,1.7495273087834993,-0.030450411
ESR1,False,187,False,2.3406667402156285,4.379170938807309,2.1148574
SCML4,False,187,False,0.5385622809949439,0.7134405542219754,1.351238
CAP2,False,187,False,2.287963764359053,2.5891803629806436,0.46698332
RMND1,False,187,False,2.8772270150262087,2.7482924506699864,0.39525104
JARID2,False,187,False,2.099771142772423,1.726913512691911,-0.32682383
LAMA4,False,187,False,3.7882842484046466,4.464795143800723,1.5235376
ADGRG6,False,187,False,2.411243124264584,3.682176803264792,1.4732013
HLA-DRB1,False,187,False,5.824611389542461,6.106293359264092,0.58701706
HIVEP1,False,187,False,2.3632697210367772,1.2211512053480134,-0.7924311
BX322234.1,False,187,False,0.7079590788683927,0.7746466717315156,0.1931732
RAB23,False,187,False,3.003452945404289,4.984201815426091,2.6122675
RRAGD,False,187,False,2.407679230305208,2.7649630474231905,0.62880975
LINC00472,False,187,False,1.1972361011558534,1.908474492320018,0.56480277
MAD2L1BP,False,187,False,3.341472039786051,1.5895842474662458,-1.1161425
STX7,False,187,False,3.236248636975085,2.0555130215867905,-0.6379878
AL021368.4,False,187,False,1.0214972656261008,0.1629568859760882,-0.5003252
MRPL18,False,187,False,4.079305941762481,2.3486883629943014,-1.262083
DHX16,False,187,False,3.412822666259476,2.3297735716348056,-0.3565306
TMEM200A,False,187,False,1.8591354301940153,2.9762780262772344,1.1122977
HLA-F-AS1,False,187,False,1.2861910808064172,1.399857932669694,0.057489634
COL12A1,False,187,False,4.135084337222051,5.513797657817171,2.145863
MAPK14,False,187,False,3.286450318280975,2.2474385962195003,-0.44102606
AL031775.1,False,187,False,1.1014945758428922,0.6423099599072255,-0.69811696
CD83,False,187,False,2.311818187861083,2.6568111423809366,0.52924454
BRD2,False,187,False,4.979964991438343,3.4834378185403043,-0.6060495
VARS2,False,187,False,2.980152938758646,1.7664693788287547,-0.5782758
ZSCAN12,False,187,False,1.2374852878704234,0.11377184185625354,-1.2253006
NEDD9,False,187,False,2.9455212926134746,3.4522832831705363,1.0932933
BRPF3,False,187,False,3.076149167163197,2.168999487934591,-0.5215234
ILRUN,False,187,False,3.651129657291034,2.4945482606046694,-0.61019707
VNN1,False,187,False,2.3911258679374034,4.05443218466249,1.8159014
TCF19,False,187,False,2.8060610894098756,2.6550428229189698,0.30278936
NHSL1,False,187,False,2.1741643021876955,2.2962216151496766,0.19728404
HLA-DPB1,False,187,False,5.5515205591551595,5.8123487974256305,0.33648092
PBX2,False,187,False,3.919601093338563,3.1034447294670393,0.04922462
PSORS1C1,False,187,False,1.9789882991097378,2.415043690627698,0.5894942
NOL7,False,187,False,3.6236519051433906,1.9421247927407628,-1.2084597
ZNF318,False,187,False,2.1866041387738773,1.4324727399242865,-0.59788746
Z99129.4,False,187,False,1.4097460224562512,0.9073398637938749,-0.43376625
SYNGAP1,False,187,False,2.645184532589073,2.3274586847423286,-0.02202675
TUBB2B,False,187,True,3.661500401374356,5.8531223901539144,3.027066
AL365217.1,False,187,False,0.7332173199598595,-0.18620143907711953,-0.8961806
PPT2,False,187,False,3.049101149494111,3.006362832151389,0.6511408
SERPINB1,False,187,False,4.301509522292599,4.25960808971699,0.79544824
LY6G5B,False,187,False,2.429208449866721,2.123199222891372,0.03799877
SBNO2,False,187,False,3.5554673342575525,2.936734041418054,0.26635656
EMC10,False,187,False,4.641523508996355,3.657108958046685,-0.42338634
AC008543.1,False,187,False,0.3614943744051125,-1.2064245199591717,-1.0266036
PLEKHG2,False,187,False,3.1645955388235745,3.718665407023863,1.0688058
VAV1,False,187,False,2.0853454246049328,2.6068471809519744,0.4832475
ALKBH7,False,187,False,4.39623525041831,3.119199976356748,-0.43245548
ZNF83,False,187,False,3.254070136846756,2.7735311163003478,0.09887117
TIMM44,False,187,False,3.5891272022279015,2.3137205290079983,-0.8060296
TEAD2,False,187,False,3.299768085900732,2.840772222130331,0.16787669
AC020916.1,False,187,False,0.8803553949698004,1.1215947317761308,0.58652276
IL4I1,False,187,False,2.896355835785343,3.8398698676755667,1.4776049
BCAM,False,187,False,5.187373139787778,6.357498656025973,1.7795763
ZIK1,False,187,False,1.2891326076233312,1.3151275740169694,-0.027023582
BCL3,False,187,False,4.462587598689691,3.9285470550587256,0.43898717
TRAPPC6A,False,187,False,3.6646794278991424,2.848600698098121,-0.22676595
PAF1,False,187,False,3.710755090722901,2.440370705109123,-0.6688702
SHFL,False,187,False,3.746905427883114,3.2291707008319532,0.18538313
AC010618.3,False,187,False,1.265307075830495,0.41919495622953135,-0.92066014
AC024592.3,False,187,False,1.168010537681812,0.4429181478482281,-0.89699775
CDC37,False,187,False,5.183782017290973,4.153636610153233,-0.36559084
DNASE2,False,187,False,3.9563282581750085,2.98792681694029,-0.07587878
RASIP1,False,187,False,2.134082358169177,3.1626609669216146,0.9949324
PAFAH1B3,False,187,False,4.289806340712645,3.4829443707542875,-0.04080351
SSC5D,False,187,False,2.190665050486637,3.3272226974669445,1.1464287
DBP,False,187,False,3.0079882242892335,2.4224461611129913,0.0721581
GEMIN7-AS1,False,187,False,0.6874586844776596,-0.3284238284463378,-1.0574241
NUMBL,False,187,False,3.0367139364924904,2.9305250959412343,0.5759439
GRIN2D,False,187,False,1.4684425528196934,1.9956796226225442,0.65178436
SCAMP4,False,187,False,3.945890603747964,2.522510884982022,-0.57991415
LIPE,False,187,False,2.462024764679598,4.381322762934988,2.1168385
SMARCA4,False,187,False,4.178578718126674,3.086041909982926,-0.46815753
AC008764.9,False,187,False,0.24257226815802113,-1.0265035248297552,-0.8037631
DAPK3,False,187,False,3.900262415807444,3.2349327687333576,0.19162332
HSD17B14,False,187,False,2.8588068894656486,3.4206257772785014,1.0619032
LILRA5,False,187,False,1.2048570622457646,1.0461870201111525,-0.2952749
AC027307.2,False,187,False,1.8331508161421524,1.6940878076286985,-0.08209365
ZNF568,False,187,False,1.6167724967347532,1.0908640826827127,-0.6440112
LSR,False,187,False,4.922076097224909,4.883974012380978,0.8670008
HCN2,False,187,False,1.601353677806359,3.6057404495324525,1.6986572
ZNF460-AS1,False,187,False,0.7110916724262666,-0.16997795048909575,-0.8777874
MAST3,False,187,False,1.9789964656708618,1.3530803565946616,-0.39975035
THOP1,False,187,False,3.9817189667179003,3.05584639766634,-0.0023233441
LINC00663,False,187,False,1.3645192126657764,0.7815846794387933,-0.55919915
ZSWIM4,False,187,False,2.2838651245685524,2.008418171433979,-0.067669235
ZNF415,False,187,False,1.821485209289514,1.6089209349438856,-0.16142866
ZNF20,False,187,False,1.3749313974648878,-0.13493038039268854,-1.4733654
NDUFS7,False,187,False,4.581281135939237,3.3440493790971764,-0.7526549
MRPS12,False,187,False,3.965880658002907,2.687676188910881,-0.4010437
ZNF160,False,187,False,2.6440952142552336,1.5904463616367417,-0.75281143
ZNF491,False,187,False,0.7936348708536016,0.23761154543576696,-0.41568607
TLE2,False,187,False,3.5035885458334515,4.577351927743945,1.9500244
ZNF610,False,187,False,1.5054570776248795,1.1835740198371618,-0.15824
ZNF816,False,187,False,1.9305163911345027,0.8606578708808434,-0.85845387
SAFB,False,187,False,4.1547838534675465,2.9920679957388097,-0.5693414
PLPP2,False,187,False,4.22784054672261,4.309819040415924,0.8495115
FUT1,False,187,False,0.8550344871066281,0.5836421939591229,-0.023376597
OSCAR,False,187,False,1.9696940034657688,2.4770368014435507,0.6472423
LIPE-AS1,False,187,False,2.2131260775450503,2.078753145496561,-0.0029185093
ECSIT,False,187,False,3.718911507985384,2.457928206691449,-0.6498558
ZSCAN18,False,187,False,3.259268607242289,3.161960683991884,0.49749318
TPM4,False,187,False,5.951466971159765,6.368430610125717,0.8104431
AC093227.1,False,187,False,0.920861241397628,0.21148963838297746,-0.44530156
ZNF700,False,187,False,2.2831977391239393,1.8317437341279887,-0.2303166
RPSAP58,False,187,False,4.702093783365113,4.180633152977089,0.12724382
IGFLR1,False,187,False,2.911101472763808,2.4953078218905245,0.1444041
ZNF575,False,187,False,1.3715020455278875,0.5709497094926708,-0.7692943
FOSB,False,187,False,2.3780227130231117,4.780105902044378,2.4839602
ZNF792,False,187,False,1.1273477576747482,0.2536218417571017,-1.085809
CALR,False,187,False,6.664356180181026,5.1933576729526445,-0.96661365
TRIP10,False,187,False,3.7284892489643426,3.1233710198521742,0.07080436
PPFIA3,False,187,False,2.574051236072951,2.4343377971835887,0.08394925
PET100,False,187,False,3.8966301033992994,2.91675171576761,-0.15295987
ZNF524,False,187,False,3.2223708468998975,1.6109822361999997,-1.0941831
ZNF823,False,187,False,1.7631645922906836,0.21484015819184793,-1.4600487
RPS9,False,187,False,7.130651418455267,5.6816064146204255,-0.935904
ADAT3,False,187,False,2.09242439070501,1.1400429020738965,-0.8670998
LILRB4,False,187,False,3.1949563480440584,3.5362303248817564,0.8815837
BLOC1S3,False,187,False,2.4278393695518465,1.0502380901227746,-0.94977456
ARHGEF1,False,187,False,4.31697166691434,3.9110505569295277,0.42014828
AC011468.5,False,187,False,0.7417836049112112,-0.3613361281529578,-1.0947381
VN1R1,False,187,False,0.6571789527005288,0.1889834554843692,-0.47081777
AC008507.1,False,187,False,0.6983665892017441,0.06459159325890688,-0.611846
TPGS1,False,187,False,3.035696365442395,1.9205507161586046,-0.42549643
HNRNPUL1,False,187,False,4.820875810771798,3.2118490705907154,-0.8917
ZNF446,False,187,False,2.389403851138309,1.1895710929346197,-0.82150394
ZNF137P,False,187,False,1.1862981889847746,0.12136619852817647,-1.2177256
CCDC159,False,187,False,3.4590793319236366,3.057207263956452,0.38999102
RYR1,False,187,False,1.8905211832746562,3.262512813031791,1.3789322
ZNF611,False,187,False,1.9211798130914013,1.78571452353151,0.0032588562
ZNF525,False,187,False,1.8670860460150682,0.9218400488455735,-0.80146116
SIRT2,False,187,False,3.9744092388192684,2.901856540331113,-0.16909103
AC012618.3,False,187,False,1.053128694000444,0.9814625546653026,0.42764905
TFPT,False,187,False,3.086864415430619,2.23436073480342,-0.4544471
ANKRD24,False,187,False,0.8214626300398746,1.1906780949325249,0.66484547
PRR13P5,False,187,False,3.447280336184817,2.3060742931352602,-0.38085175
GPR108,False,187,False,4.097783382656647,2.4662769246883522,-1.1354728
FCGBP,False,187,False,2.211227063533613,3.894393811487098,1.6685693
ZNF799,False,187,False,1.4682289084448414,-0.11536343415109128,-1.4538486
GMIP,False,187,False,2.7404879338393875,2.108278320781534,-0.23935507
PLAUR,False,187,False,4.09310582184525,4.3161782268514814,0.8563586
ZNF528,False,187,False,2.3533319730948827,1.8113134326274671,-0.24912484
CEACAM21,False,187,False,1.2578534608451382,1.9370331508134224,0.5932882
KMT5C,False,187,False,2.7883060016221517,2.1031363572408956,-0.2444536
AP2A1,False,187,False,4.084812177276643,2.7880459517726535,-0.78901666
ZNF404,False,187,False,1.2304479541508715,1.1092179177884076,-0.23240554
PPP1R13L,False,187,False,3.7597155034298027,3.8130315314844454,0.81769174
AC005261.3,False,187,False,1.2070337481445035,-0.2862374043507013,-1.6242846
ILF3,False,187,False,4.952414843617705,3.9962779889928646,-0.066656515
ZNF324,False,187,False,1.8970291770891132,0.82532981654946,-0.8913628
ZNF135,False,187,False,1.5958965512650873,1.7847003915414519,0.0023141678
PPAN-P2RY11,False,187,False,1.0465135453332122,0.14970327118897192,-0.51535136
AP3D1,False,187,False,4.289669986830006,2.962991320728613,-0.60064894
B9D2,False,187,False,2.1237106691636845,1.1971097171924179,-0.8145638
ZNF45,False,187,False,2.0360703823269586,0.5726338611382495,-1.1267552
TYK2,False,187,False,4.3620782807733205,3.5586440470759237,0.040704075
FBXL12,False,187,False,2.934112345663862,1.7702594193644985,-0.5745178
POU2F2,False,187,False,2.2266929428614017,5.154224943715929,2.828376
YJU2,False,187,False,3.02327582984209,1.5390750786220628,-0.80374867
TMEM91,False,187,False,2.363767661817994,2.2048011438495974,0.113121904
CRLF1,False,187,True,3.7881717217882325,6.983836500770507,4.251605
ZNF71,False,187,False,1.613181876381027,0.5198684814464373,-1.1759074
KRI1,False,187,False,3.3182927115123926,2.7830472514013898,0.10863701
GSK3A,False,187,False,4.258487147111816,2.3753680786331692,-1.2333565
POP4,False,187,False,4.11011827344918,2.586593714664565,-1.0059249
ETFB,False,187,False,4.7680129028615035,3.9524150354794094,-0.11279051
ZNF383,False,187,False,1.6978400130426594,0.4720733615839974,-1.2204298
NAPSA,False,187,True,4.4876583763858715,7.668467812806871,4.465846
ILF3-DT,False,187,False,2.557843869674644,2.10967822754125,0.025551274
RPS28,False,187,False,6.429880541093,5.342324525515872,-0.3628956
ZFP82,False,187,False,1.2301922412181345,0.577763779304106,-0.7624977
AC243964.4,False,187,False,1.0139413774646677,1.1821662761529872,0.6551953
PCSK4,False,187,False,1.8725047364187954,2.1178212684365185,0.31262434
ICAM1,False,187,False,3.9561818333255707,4.339232759572423,1.3875563
SPPL2B,False,187,False,3.8231825638957266,3.0703939519107375,0.013431342
ZNF28,False,187,False,2.385202422527016,1.7790550084354,-0.2788221
RAB4B,False,187,False,3.578929377411204,2.4642176858564246,-0.6430444
AC008537.3,False,187,False,0.49142546657741454,0.7426010800206369,1.3873546
FBXO17,False,187,False,2.864346060365146,4.230606921365047,1.8650402
RELB,False,187,False,3.0445701243647614,2.7833935759469584,0.4300556
MRI1,False,187,False,3.061790873851521,2.058893530308709,-0.63451856
NDUFA11,False,187,False,5.421907975010851,4.347103244726595,-0.17727675
ZNF845,False,187,False,1.453852761610028,0.31311187136900726,-1.0264714
TIMM29,False,187,False,2.8469124297481,1.31875635986561,-1.0222057
FPR2,False,187,False,0.8739480155275131,1.8562491941527859,1.4194313
FKRP,False,187,False,2.376897376788997,1.293963800036648,-0.7253995
SCAF1,False,187,False,3.493295833023639,2.0355111529043604,-0.6585145
DDX39A,False,187,False,4.595707219048095,3.636328922330973,-0.4452423
ZNF100,False,187,False,1.609330495295115,0.7346298533918477,-0.975852
ZNF426,False,187,False,1.7975199911170103,0.8169525593490817,-0.8991664
ZNF549,False,187,False,1.3424442901967948,0.5560744067887239,-0.78413147
NDUFB7,False,187,False,5.572548241081334,4.557415412298248,-0.7331296
GMFG,False,187,False,3.286490125717676,3.417928666778266,0.7601778
AC008764.8,False,187,False,0.567281776940952,-0.18641398533598383,0.23672661
UBA52,False,187,False,6.886742776224077,5.500398758067557,-0.7240642
CEACAM1,False,187,False,3.657260530405778,4.92745111269843,2.024584
CACTIN,False,187,False,2.7603413875940905,1.550723975957503,-0.7921982
AC010331.1,False,187,False,0.8723057011522988,0.10379451821080188,-0.56740004
AC023157.2,False,187,False,1.1118770436941365,0.59836068421928,-0.7419536
CLEC1A,False,187,False,1.1286094622159806,3.134851871572862,1.7880372
AC009533.1,False,187,False,1.3085838885684913,0.9561856589759377,-0.38504562
BTG1,False,187,False,4.837435958943057,4.116338886327336,0.059620656
ANO8,False,187,False,2.2262403153110824,2.0550365951339002,-0.024752082
KCNJ14,False,187,False,0.6551817159163564,-0.1723806896506118,-0.88051146
ZNF529,False,187,False,1.7460139840895637,0.8780699591527205,-0.8422341
ZNF585A,False,187,False,2.230237821300337,1.313964954084913,-0.7069863
ZNF17,False,187,False,1.573593872588466,0.35105699870861223,-1.3331594
PSMC4,False,187,False,4.771441603965327,3.7120312608523496,-0.3656204
CNOT3,False,187,False,3.8900323694221672,2.99153136977156,-0.07197513
POLR2E,False,187,False,4.971663062522263,3.248671232829291,-0.8529713
CENPBD1P1,False,187,False,2.8827923897367667,1.371832466126642,-0.9695781
ZNF320,False,187,False,2.598032669619948,1.7970024917075758,-0.5480007
ANGPTL6,False,187,False,1.1493879873303758,3.3713433419978727,2.0239227
AURKC,False,187,False,0.706492423789135,0.32595703880933946,-0.31552508
SERTAD3,False,187,False,3.220209112161915,2.1778091495167216,-0.5124826
BLVRB,False,187,False,5.037032337726124,4.636856531614999,0.6070886
ZNF26,False,187,False,1.9568726807185959,0.6597760535802323,-1.0455801
PLBD1-AS1,False,187,False,1.072262280994731,0.8337869409213755,0.260223
FAR2,False,187,False,2.2686680988097496,2.6124353947891112,0.48839203
ETFBKMT,False,187,False,0.9207236455320289,-0.3735478205777415,-1.1085831
SLC2A13,False,187,False,1.505755728356005,2.2304024063509256,0.8859056
COQ8B,False,187,False,3.4214478243227964,2.1352113617209474,-0.5561981
STRN4,False,187,False,4.081200370343578,2.836669476917256,-0.73666257
SWSAP1,False,187,False,1.9629558256223687,0.7639364325986798,-0.9485522
ZNF540,False,187,False,0.879078683012361,0.9619163155445527,0.40548864
PPP2R1A,False,187,False,5.1866032664200254,3.9222439341709037,-0.5908209
ZNF155,False,187,False,1.625536998485206,0.2849263759826992,-1.3947617
F2RL3,False,187,False,0.8893850019607512,1.5611503231537445,1.0848655
MZF1-AS1,False,187,False,0.9772327068801032,0.23846756000055663,-0.41471556
SIRT6,False,187,False,3.120702657530769,1.843720353861214,-0.8553379
BAX,False,187,False,4.404974318387372,3.055374406115204,-0.50117797
ZNF181,False,187,False,1.9978513780525486,0.7263967429650744,-0.98352134
ZNF582,False,187,False,1.1256411202125964,0.5955385727142862,-0.74476844
SOCS2-AS1,False,187,False,1.4751262823584081,2.683469336909503,1.3378115
FOXM1,False,187,False,3.545757219381084,3.181515045261025,0.51756066
IGF1,False,187,False,1.98687369996992,3.509302074266061,1.6088225
CAPS2,False,187,False,1.541637173295172,1.6280928642915569,0.28513965
C2CD5,False,187,False,2.749208765023381,1.991421822448192,-0.35522416
AC005840.2,False,187,False,0.6889539569922188,-0.08151989872271762,-0.7774988
CCDC61,False,187,False,2.38100485109547,1.0840246061727923,-0.91867054
MAMSTR,False,187,False,1.6362714190609966,4.48819193246174,2.520682
ADAMTSL5,False,187,False,1.476558393828877,1.9054993185717923,0.56183517
IQCN,False,187,False,1.288696456209991,1.7463764743904873,0.40312013
SCN1B,False,187,False,2.1332386156372003,3.030495324931867,0.8732601
ADAMTS10,False,187,False,2.8939538074536726,4.274615172798422,1.9086766
ZNF112,False,187,False,1.2132661462082983,-0.04748589114492729,-1.386145
TULP3,False,187,False,3.0178190130000346,2.058752213901532,-0.2884627
GLT1D1,False,187,False,0.8184273474571393,1.8554914454084261,1.4185723
AC084824.2,False,187,False,0.8321070186541117,-0.18456356064128224,-0.8943237
UNG,False,187,False,3.472647180655683,2.7066791789401843,0.030265037
MLEC,False,187,False,4.547444057185548,3.4882045423730315,-0.035139762
MED21,False,187,False,3.118851515757144,2.0987799116559303,-0.59358555
RAB3IP,False,187,False,3.0272507331391787,2.6175390302826416,0.26560247
OAS3,False,187,False,3.3257947349740955,3.4046395697070757,0.74653995
ALG10B,False,187,False,1.385936421402319,0.39746773134539437,-0.9423317
ZNF566,False,187,False,1.6721964775250844,0.23387041278742085,-1.4423215
AC011497.2,False,187,False,2.3439780411492848,0.959601439355031,-1.0332152
COPE,False,187,False,5.632634181638938,4.108005097255908,-1.116173
ZNF417,False,187,False,1.8669771363421197,0.6643369553953099,-1.0413315
PRX,False,187,False,1.2569365777051642,2.786014245520779,1.4400936
ZNF790,False,187,False,1.2615063562803457,0.31935491930668514,-1.0202444
PIH1D1,False,187,False,4.07080693291157,2.3011974123681695,-1.3132178
AC002116.1,False,187,False,1.4751362561528172,2.146757070665183,0.8024747
ZNF329,False,187,False,1.8119961074081163,0.7572125794369768,-0.9548156
ADGRE1,False,187,False,0.5656922020770607,0.504242112742245,1.092136
AC074141.1,False,187,False,0.6516558332197854,1.6817529187789517,1.2215977
STX10,False,187,False,4.0916849690612835,2.7132248308163245,-0.8695783
GATAD2A,False,187,False,3.5999330104074136,2.4697067046639156,-0.6370999
ZNF304,False,187,False,1.811012938244934,0.576069916850013,-1.1235545
RAB11B-AS1,False,187,False,1.7193534769018657,0.622653815054364,-1.0801604
ALKBH2,False,187,False,3.155430476363673,1.9512499650132662,-0.7449867
NRAV,False,187,False,2.832166380031406,2.052820946883209,-0.29434386
ATF7,False,187,False,2.960698175976614,1.3821797036778543,-0.9593183
ACACB,False,187,False,2.3065566756936247,3.854531353142732,1.6318717
CD163L1,False,187,False,1.8097375644495919,2.4607286122341434,0.6320509
TM7SF3,False,187,False,4.7296178157145485,5.026231610585251,1.016624
H2AJ,False,187,False,5.10695509719064,5.493817813655971,0.93889767
NAP1L1,False,187,False,5.742030190026817,4.832458068979605,-0.49870402
ZNF585B,False,187,False,1.8907603524314005,1.2653562007669459,-0.48146755
BCKDHA,False,187,False,4.013539697505416,2.840641238595064,-0.23538588
PSENEN,False,187,False,4.499278856850868,3.3457990951697334,-0.18847099
YIF1B,False,187,False,4.089670925989944,2.803047420270843,-0.7728642
TSSK6,False,187,False,1.249636672662881,0.19887850858883363,-1.140412
ZNF468,False,187,False,2.3417337626349837,1.8822439293510753,-0.18382587
RFX2,False,187,False,1.9632886403910215,1.5825898530881175,-0.1859567
RCN3,False,187,False,4.070347363840765,4.529572922041166,1.0861256
KMT2B,False,187,False,3.480470082890703,2.619093355442156,-0.059619047
CHD4,False,187,False,4.711945946388784,3.1832453635762596,-0.9217847
AC126474.1,False,187,False,0.26531045844221085,-1.2344179792855912,-1.0612748
EIF4B,False,187,False,5.362805775657234,4.355976342295917,-0.16863996
AC007406.5,False,187,False,1.35360554746576,0.6732607843665036,-0.66724545
OASL,False,187,False,2.3173274179373498,2.8627607425507007,0.71884274
EMG1,False,187,False,3.508564161763577,2.1975483185645484,-0.49222547
ERC1,False,187,False,2.5375462143326306,2.4611719555792444,0.34913814
CHAF1B,False,187,False,1.8373575378479838,1.1900473468656185,-0.5516196
CBR3,False,187,False,2.9127915918627227,3.142627177393452,0.7862537
U2AF1L5,False,187,False,4.500767678642559,2.9386221875962066,-0.62688774
GNG7,False,187,False,1.776649794029556,3.379768096947129,1.4881585
UBL5,False,187,False,6.025065626040625,5.4815243843066135,0.054511145
SMIM7,False,187,False,4.208588364424033,2.473070603250504,-1.1281579
ATG4D,False,187,False,3.2632814214847565,2.375437544635273,-0.3096684
GNA15,False,187,False,2.4022088114831104,3.0333681497227616,0.8759048
PPP5D1,False,187,False,0.6255862086977261,-0.4198068874424241,-1.161029
PRMT1,False,187,False,5.044059213251105,3.4569629194570046,-0.63389516
BRD4,False,187,False,3.601857864741078,2.42109847610204,-0.6897416
ZNF493,False,187,False,1.8821253553397077,2.206174055363613,0.3949271
AC022137.3,False,187,False,1.059091070287403,-0.05576043795754108,-0.7482942
FAAP24,False,187,False,1.8485520983995185,1.3294102123492493,-0.42179966
PEX11G,False,187,False,1.7813240196550535,0.6987726952532063,-1.0092539
AC010336.1,False,187,False,0.18347593279612287,-1.4842270310182575,-1.3706747
ATXN7L3B,False,187,False,3.0378805017268107,1.7791268310393902,-0.56572527
TMCC3,False,187,False,1.5964441478921436,1.4064686378284952,-0.35001788
DDX54,False,187,False,3.8516805925820625,2.5674723371829633,-0.53122187
EPS8,False,187,False,3.702604709173929,3.5654789303737,0.5495977
CACNA2D4,False,187,False,2.0193447389607,3.452549220350775,1.5559558
ANO6,False,187,False,3.0020455096870147,2.1147805477510864,-0.23290779
ATP23,False,187,False,2.3219931436513117,2.876339475109607,0.73134345
UTP20,False,187,False,1.8172798309801663,0.669879358175123,-1.0361687
PEBP1,False,187,False,5.6322595169480545,4.914177379991662,-0.42905262
ACAD10,False,187,False,2.863165339104775,1.8334856841410845,-0.51182574
S1PR5,False,187,False,1.2243306690413274,2.4242246383235977,1.0792311
ZNF266,False,187,False,2.9300242152464064,2.1452590647211704,-0.20268682
PLA2G4C,False,187,False,2.499644613930368,2.7151938137010756,0.5829919
ZNF653,False,187,False,2.0734753283627105,0.7941729483518999,-1.1855094
TGFB1,False,187,False,4.156859790327022,4.414336484393128,0.9620479
XAB2,False,187,False,3.6019410323177543,2.186718503898281,-0.94357
CATSPERG,False,187,False,1.5393743069777996,2.000612296443277,0.6567044
DNM2,False,187,False,4.538333396455026,3.514134009336481,-0.0072209076
DPY19L3,False,187,False,2.262178729645808,1.3011898501098098,-0.71874714
AC010422.3,False,187,False,2.756768350215692,1.5914768542888293,-0.7517897
UPF1,False,187,False,3.613805461772741,3.287194621685038,0.24822177
PROSER3,False,187,False,2.9972217860635397,3.6471652847746925,1.2865286
AC008014.1,False,187,False,1.5160849659671256,1.3067576795976519,-0.035372026
DDX11-AS1,False,187,False,1.0107324438848482,-0.019438171278171778,-0.7071141
PTPN6,False,187,False,3.8518262113897093,4.107335594161475,1.1364167
MMAB,False,187,False,3.595369656925018,2.767488299173213,-0.31460893
